,Topic,Word,P
0,0,pandemi_covid,0.013721497
1,0,kabupaten_bantul,0.010813711
2,0,kepala_dinas,0.009661357
3,0,salah_satu,0.0075385477
4,0,juru_bicara,0.006067461
5,0,amerika_serikat,0.005612184
6,0,protokol_sehat,0.005284558
7,0,inggris,0.004911583
8,0,target,0.004508952
9,0,kunjung,0.004498737
10,1,pondok_pesantren,0.03359456
11,1,polda_diy,0.025919273
12,1,polda_papua,0.024613626
13,1,naik_harga,0.019604217
14,1,harga,0.012527179
15,1,tanam,0.010681564
16,1,kilogram,0.01033441
17,1,durasi_detik,0.009290268
18,1,kabupaten_kulonprogo,0.007861305
19,1,jual,0.007140975
20,2,putih,0.00797176
21,2,rumah_sakit,0.0073752683
22,2,virus_corona,0.0068557975
23,2,duka,0.0062854886
24,2,batas_giat,0.004791284
25,2,alami_luka,0.004468145
26,2,ya,0.0044280877
27,2,jawa_barat,0.004418369
28,2,raya,0.0042923437
29,2,perintah_pusat,0.004270741
30,3,positif_covid,0.020175247
31,3,vaksinasi_covid,0.020032767
32,3,konfirmasi_positif,0.014876291
33,3,pasien_konfirmasi,0.014141849
34,3,kabupaten_bantul,0.013934891
35,3,salah_satu,0.013787946
36,3,tenaga_sehat,0.012825712
37,3,konfirmasi_covid,0.012692318
38,3,virus_corona,0.0126649635
39,3,kota_yogyakarta,0.01138564
40,4,pesawat_sriwijaya,0.0323636
41,4,air_pulau,0.030588292
42,4,hilang_kontak,0.021888064
43,4,pesawat,0.015472392
44,4,air_sj,0.012398654
45,4,sebar_covid,0.010581207
46,4,pesawat_sriwijaya_hilang_kontak,0.009762828
47,4,menteri_hubung,0.009562738
48,4,jakarta_pontianak,0.0084286155
49,4,tumpang,0.0071304534
50,5,gunung_rapi,0.01952621
51,5,gugur_lava,0.01785996
52,5,tular_covid,0.014430939
53,5,polres_kulonprogo,0.013775912
54,5,kota_yogyakarta,0.013231303
55,5,pandemi_covid,0.0129990745
56,5,aktivitas_gunung,0.012956801
57,5,lava_pijar,0.011481353
58,5,batas_giat,0.010614728
59,5,satpol_pp,0.009593524
60,6,terang_tulis,0.0145299155
61,6,sungai_krasak,0.009853068
62,6,perintah_daerah,0.009434854
63,6,mobil,0.0076413937
64,6,meter_arah_sungai_krasak,0.00677653
65,6,rumah_sakit_rumah_sakit,0.0060564307
66,6,menteri_hubung,0.0059355367
67,6,angin_tiup,0.0058409944
68,6,ugm,0.005838214
69,6,kabupaten_gunungkidul,0.005812913
70,7,abu_bakar,0.025539929
71,7,ponpes_al,0.022788325
72,7,media_sosial,0.020696096
73,7,islam_fpi,0.01577327
74,7,ustaz_abu_bakar_baasyir,0.01522978
75,7,fpi,0.013926502
76,7,front_bela,0.012125999
77,7,ustaz_abu,0.01123514
78,7,front_bela_islam_fpi,0.010749965
79,7,jawa_barat,0.0091892965
80,8,awan_panas,0.040968195
81,8,pemda_diy,0.032079495
82,8,amplitudo_mm_durasi_detik,0.014683865
83,8,dosis_vaksin,0.013345633
84,8,gudang_farmasi_dinas_sehat,0.013205588
85,8,durasi_detik,0.010035384
86,8,mesin,0.00884572
87,8,kabupaten_kota,0.00866537
88,8,patih_yogyakarta,0.008173794
89,8,layan_publik,0.007146158
90,9,pemkab_sleman,0.038724747
91,9,protokol_sehat,0.02577115
92,9,sri_purnomo,0.019305537
93,9,bupati_sleman,0.019252608
94,9,sebar_covid,0.016779289
95,9,bupati_sleman_sri_purnomo,0.011111913
96,9,ungsi_barak,0.010966215
97,9,kalitengah_lor,0.009789507
98,9,kabupaten_sleman,0.0096834395
99,9,sumber_daya,0.00797934
100,10,sepeda_motor,0.029530944
101,10,polda_metro,0.01473866
102,10,lapor_polisi,0.014440416
103,10,tinggal_dunia,0.0139979245
104,10,gisella_anastasia,0.01375547
105,10,video_syur,0.013163478
106,10,orang_tua,0.011751491
107,10,dasar_hasil,0.009995178
108,10,korban,0.009705201
109,10,kombes_pol,0.00896193
110,11,vaksin_covid,0.05372874
111,11,habib_rizieq,0.019166313
112,11,dinas_sehat,0.01908845
113,11,vaksin_sinovac,0.01886479
114,11,syekh_ali,0.017448852
115,11,tenaga_sehat,0.01731622
116,11,rumah_sakit,0.01670466
117,11,kepala_dinas,0.015768476
118,11,vaksinasi_covid,0.013599751
119,11,vaksin,0.012976614
120,12,kabupaten_sleman,0.020969443
121,12,pasien_sembuh,0.018253703
122,12,kabupaten_bantul,0.016480664
123,12,kota_yogyakarta,0.016288036
124,12,berty_murtiningsih,0.01544662
125,12,covid_diy,0.015072482
126,12,gugus_tugas,0.011607495
127,12,pasien_covid,0.011238042
128,12,pemda_diy_tangan_covid,0.010827616
129,12,tracing_kontak,0.0102822315
