,Topic,Word,P
0,0,barang_bukti,0.021621803
1,0,kombes_pol,0.018917968
2,0,kabid_humas,0.014083769
3,0,artis,0.010755181
4,0,kombes,0.008601152
5,0,tangkap,0.008153288
6,0,narkotika,0.007955704
7,0,polda,0.006962573
8,0,narkoba,0.0068414947
9,0,pol,0.0065429974
10,1,umy,0.01485717
11,1,afrika_selatan,0.009228273
12,1,prestasi,0.008382365
13,1,bangsa,0.0072417953
14,1,asn_polri,0.0066716177
15,1,pt_angkasa,0.006313868
16,1,korupsi,0.0062369383
17,1,kpk,0.0056236465
18,1,afrika,0.0049111317
19,1,angkasa,0.0040403935
20,2,kain,0.009705283
21,2,batik,0.007853957
22,2,alun_alun,0.007407584
23,2,alun,0.007407571
24,2,minum,0.006838473
25,2,toko,0.0050275642
26,2,lahan,0.0007798298
27,2,api,0.0007173321
28,2,hektare,0.0007070855
29,2,sita,0.0006978354
30,3,kabupaten_sleman,0.0114114
31,3,prajurit,0.009789969
32,3,agama,0.008749041
33,3,pasu_khusus,0.008666969
34,3,polda_diy,0.008624316
35,3,kopassus,0.0076980162
36,3,izin,0.0074483585
37,3,operasi,0.007241737
38,3,al,0.007228779
39,3,kota_bandung,0.0067862803
40,4,anak,0.0046189087
41,4,bantul,0.0045789527
42,4,gunungkidul,0.004389326
43,4,sleman,0.0042980122
44,4,anak_anak,0.003929631
45,4,rumah,0.003499834
46,4,sepeda_motor,0.0034595013
47,4,temu,0.0034545097
48,4,orang_tua,0.0033574356
49,4,diy,0.0032504085
50,5,budaya,0.019626958
51,5,seni_budaya,0.016669692
52,5,seni,0.01318358
53,5,angkat_udara,0.013036665
54,5,tni_au,0.010791839
55,5,karyawan,0.009488319
56,5,pesawat,0.009373014
57,5,angkat,0.006575705
58,5,lestari,0.006166858
59,5,condongcatur,0.0058731786
60,6,awan_panas,0.020731257
61,6,gunung_rapi,0.016019348
62,6,amplitudo_mm,0.011591917
63,6,jarak_luncur,0.011465618
64,6,banjir_lahar,0.00950345
65,6,arah_barat,0.009001608
66,6,rapi,0.0087678945
67,6,gugur,0.008552208
68,6,panas,0.0077103735
69,6,awan,0.007277647
70,7,vaksinasi,0.02083697
71,7,laksana_vaksinasi,0.016195875
72,7,vaksinasi_anak,0.015683938
73,7,tular_covid,0.015556273
74,7,kota_yogyakarta,0.012977753
75,7,vaksinasi_covid,0.010722411
76,7,protokol_sehat,0.010551904
77,7,tangan_covid,0.009928937
78,7,vaksin,0.009819769
79,7,kick_off,0.009678768
